item_code,item_name,manufacturer,description,quantity,unit_of_measure
8718951759565,"קולגייט - משחת שיניים טוטאל הגנה פעילה אוריג'ינל 50 מ""ל",מיוצר עבור CP,"קולגייט - משחת שיניים טוטאל הגנה פעילה אוריג'ינל 50 מ""ל",50,"100 מ""ל"
8718951819917,"קולגייט - משחת שיניים לילדים 6+ הארי פוטר 50 מ""ל",COLGATE PALMOLIVE,"קולגייט - משחת שיניים לילדים 6+ הארי פוטר 50 מ""ל",50,"100 מ""ל"
8719128118734,סודה סטרים - מילוי מיכל גז CQC עד 60 ליטר,סודה סטרים,סודה סטרים - מילוי מיכל גז CQC עד 60 ליטר,1,1 יח'
8720181183782,"רקסונה - דאודורנט ספריי לאישה ביורידם 150 מ""ל",יונילוור אנגליה לידס - HPC,"רקסונה - דאודורנט ספריי לאישה ביורידם 150 מ""ל",150,"100 מ""ל"
8720181483219,"אקס - דאודורנט ספריי לגבר פרימיום לבנדר 150 מ""ל",לא ידוע,"אקס - דאודורנט ספריי לגבר פרימיום לבנדר 150 מ""ל",150,"100 מ""ל"
8720181566707,"דאב - דאודורנט ספריי לאישה פרש קר 150 מ""ל",לא ידוע,"דאב - דאודורנט ספריי לאישה פרש קר 150 מ""ל",150,"100 מ""ל"
8720181885631,"דאב - תחליב רחצה פירותי 750 מ""ל",יוניליוור ישראל,"דאב - תחליב רחצה פירותי 750 מ""ל",750,"100 מ""ל"
8720181885686,"דאב - תחליב רחצה זוהר קטיפתי 750 מ""ל",יוניליוור ישראל,"דאב - תחליב רחצה זוהר קטיפתי 750 מ""ל",750,"100 מ""ל"
8720182256362,דאב - סבון מוצק קלאסי 90 גרם * 6 יח',לא ידוע,דאב - סבון מוצק קלאסי 90 גרם * 6 יח',540,100 גרם
8720604317442,SENCE - רטיות הידרוג'ל לעיניים זוג,TOP BRANDS,SENCE - רטיות הידרוג'ל לעיניים זוג,2,1 יח'
8720604317473,"SENCE - מסיכת הידרוג'ל לשפתיים 6 מ""ל",TOP BRANDS,"SENCE - מסיכת הידרוג'ל לשפתיים 6 מ""ל",6,"100 מ""ל"
8720964893372,"SENCE - מסיכת פנים אבוקדו 20 מ""ל",TOP BRANDS,"SENCE - מסיכת פנים אבוקדו 20 מ""ל",20,"100 מ""ל"
8801055709472,נסקפה - קפוצ'ינו קלאסי 10 יח',לא ידוע,נסקפה - קפוצ'ינו קלאסי 10 יח',10,1 יח'
8809598455726,cosrx - פאצ'ים לפצעונים 24 יח',לא ידוע,cosrx - פאצ'ים לפצעונים 24 יח',24,1 יח'
8809657114960,"Beauty Of Joseon - סרום הארה 30 מ""ל",Beauty Of Joseon,"Beauty Of Joseon - סרום הארה 30 מ""ל",30,"100 מ""ל"
8809782555508,"Beauty of Joseon - קרם הגנה לפנים עם תמצית אורז 50 מ""ל SPF50",לא ידוע,"Beauty of Joseon - קרם הגנה לפנים עם תמצית אורז 50 מ""ל SPF50",50,"100 מ""ל"
8809854130138,"דירבו - סרום למיצוק העור 60 מ""ל",B LAB LTD,"דירבו - סרום למיצוק העור 60 מ""ל",60,"100 מ""ל"
8809854130145,דירבו - קרם יום רטינול וחומצה היאלורונית 50 גרם,B LAB LTD,דירבו - קרם יום רטינול וחומצה היאלורונית 50 גרם,50,100 גרם
8809854130220,"דירבו - קצף לניקוי פנים ממצק לשימוש יומיומי 150 מ""ל",B LAB LTD,"דירבו - קצף לניקוי פנים ממצק לשימוש יומיומי 150 מ""ל",150,"100 מ""ל"
8850006536346,"פלמוליב - סבון גוף ארומה לימון 750 מ""ל",פלמוליב,"פלמוליב - סבון גוף ארומה לימון 750 מ""ל",750,"100 מ""ל"
8850006955529,"פלמוליב - סבון  רחצה ארומה מסאג' 750 מ""ל",לא ידוע,"פלמוליב - סבון  רחצה ארומה מסאג' 750 מ""ל",750,"100 מ""ל"
8850389103111,"סאפה - משקה אלוורה בטעם ענבים 300 מ""ל",לא ידוע,"סאפה - משקה אלוורה בטעם ענבים 300 מ""ל",300,"100 מ""ל"
8850389104637,"סאפה - משקה אלוורה בטעם אפרסק 300 מ""ל",לא ידוע,"סאפה - משקה אלוורה בטעם אפרסק 300 מ""ל",300,"100 מ""ל"
8901030846236,דאב - תחליב רחצה גו פרש פטל וליים 1 ליטר,יוניליוור,דאב - תחליב רחצה גו פרש פטל וליים 1 ליטר,1000,"100 מ""ל"
8901030857409,דאב - תחליב רחצה סנסטיב לעור רגיש 1 ליטר,יוניליוור,דאב - תחליב רחצה סנסטיב לעור רגיש 1 ליטר,1000,"100 מ""ל"
8901030857423,דאב - תחליב רחצה פריחת הדובדבן ומלח ורוד 1 ליטר,יוניליוור,דאב - תחליב רחצה פריחת הדובדבן ומלח ורוד 1 ליטר,1000,"100 מ""ל"
8901030907845,"אקס - דאודורנט ספריי לגבר פולס דאפ 150 מ""ל",יוניליוור,"אקס - דאודורנט ספריי לגבר פולס דאפ 150 מ""ל",150,"100 מ""ל"
8901030907951,"אקס - דאודורנט ספריי לגבר אינטנס 150 מ""ל",יוניליוור,"אקס - דאודורנט ספריי לגבר אינטנס 150 מ""ל",150,"100 מ""ל"
8901314308177,קולגייט - מברשת שיניים סנסטיב אולטרה סופט 4 יח',לא ידוע,קולגייט - מברשת שיניים סנסטיב אולטרה סופט 4 יח',4,1 יח'
8901571011018,סנסודיין - מברשת שיניים סנסיטיב סופט 3 יח',לא ידוע,סנסודיין - מברשת שיניים סנסיטיב סופט 3 יח',3,1 יח'
8909106012721,"דאב - דאודורנט ספריי לאישה אורגינל אדבנס קר 150 מ""ל",לא ידוע,"דאב - דאודורנט ספריי לאישה אורגינל אדבנס קר 150 מ""ל",150,"100 מ""ל"
8913569845217,הנחת קופון ALL IN עוגייה/חטיפי חלבון חבר יולי אוגוסט 2026,לא ידוע,הנחת קופון ALL IN עוגייה/חטיפי חלבון חבר יולי אוגוסט 2026,1,1 יח'
8991111153186,"ליסטרין - מי פה קול מינט 500 מ""ל זוג",לא ידוע,"ליסטרין - מי פה קול מינט 500 מ""ל זוג",1000,"100 מ""ל"
8999002694121,אנרג'ייזר - סוללות אלקליין AAA רביעייה,לא ידוע,אנרג'ייזר - סוללות אלקליין AAA רביעייה,4,1 יח'
8999002694237,אנרג'ייזר - סוללות אלקליין AA רביעייה,לא ידוע,אנרג'ייזר - סוללות אלקליין AA רביעייה,4,1 יח'
9000100590938,"סאיוס - מוס לשיער ליצירת נפח 250 מ""ל",לא ידוע,"סאיוס - מוס לשיער ליצירת נפח 250 מ""ל",250,"100 מ""ל"
9000101509151,ברף - בריליאנט ג'ל אוקיינוס צפוני 3 יח',לא ידוע,ברף - בריליאנט ג'ל אוקיינוס צפוני 3 יח',3,1 יח'
9000101589085,ברף - כדוריות אסלה ויטליטי 3 יח',לא ידוע,ברף - כדוריות אסלה ויטליטי 3 יח',3,1 יח'
9319871002466,"וויט גלו - משחת שיניים פחם ניקיון עמוק 75 מ""ל",BARROS,"וויט גלו - משחת שיניים פחם ניקיון עמוק 75 מ""ל",75,"100 מ""ל"
